Promoter,Longest_CREB1_NCSite,Longest_EGR1_NCSite,Contains_CREB1_PWM,Contains_EGR1_PWM
chr19:7767032-7769032,29.0,30.0,0,0
chr19:7797057-7799057,23.0,23.0,0,0
chr19:7764365-7766365,18.0,27.0,0,0
chr19:7739942-7741942,20.0,23.0,0,1
chr19:7966761-7968761,18.0,15.0,0,0
chr19:7893103-7895103,17.0,23.0,1,0
chr19:7983222-7985222,17.0,18.0,0,1
chr19:7951394-7953394,25.0,22.0,0,1
chr19:7977714-7979714,18.0,20.0,0,1
chr19:7939275-7941275,19.0,14.0,0,1
chr19:7951389-7953389,25.0,22.0,0,1
chr19:7991020-7993020,13.0,14.0,0,1
chr19:8070525-8072525,32.0,32.0,1,1
chr19:8214476-8216476,26.0,32.0,0,1
chr19:8213753-8215753,27.0,32.0,0,1
chr19:8373242-8375242,18.0,35.0,0,1
chr19:8384379-8386379,24.0,21.0,0,1
chr19:8272253-8274253,17.0,18.0,0,1
chr19:8386259-8388259,15.0,12.0,0,1
chr19:8453243-8455243,23.0,20.0,1,0
chr19:8476186-8478186,20.0,22.0,0,0
chr19:8427038-8429038,19.0,19.0,0,1
chr19:8476188-8478188,20.0,22.0,0,0
chr19:8481235-8483235,35.0,32.0,0,0
chr19:8579051-8581051,21.0,22.0,0,0
chr19:8642326-8644326,19.0,18.0,0,0
chr19:8567524-8569524,30.0,27.0,0,1
chr19:8839315-8841315,21.0,20.0,0,0
chr19:8809145-8811145,20.0,16.0,1,0
chr19:8951268-8953268,23.0,25.0,1,0
chr19:8942980-8944980,20.0,15.0,0,0
chr19:8932739-8934739,15.0,11.0,0,1
chr19:9249072-9251072,16.0,15.0,1,0
chr19:9294269-9296269,42.0,39.0,0,0
chr19:9325547-9327547,32.0,27.0,0,0
chr19:9420514-9422514,14.0,18.0,0,0
chr19:9546249-9548249,24.0,27.0,1,1
chr19:9471688-9473688,17.0,28.0,0,0
chr19:9546254-9548254,24.0,27.0,1,1
chr19:9649321-9651321,13.0,19.0,1,1
chr19:9609292-9611292,23.0,20.0,0,1
chr19:9695180-9697180,21.0,18.0,1,1
chr19:9731908-9733908,16.0,16.0,1,0
chr19:9785776-9787776,30.0,27.0,0,0
chr19:9929755-9931755,21.0,24.0,0,0
chr19:9936593-9938593,20.0,31.0,0,0
chr19:9896859-9898859,21.0,26.0,0,0
chr19:9943993-9945993,16.0,18.0,0,1
chr19:10047191-10049191,31.0,28.0,0,1
chr19:10024477-10026477,20.0,43.0,0,1
chr19:9968851-9970851,22.0,30.0,0,1
chr19:10214898-10216898,23.0,26.0,0,1
chr19:10213333-10215333,24.0,51.0,0,1
chr19:10194992-10196992,15.0,18.0,0,1
chr19:10122158-10124158,18.0,22.0,0,0
chr19:10213425-10215425,24.0,51.0,0,1
chr19:10305629-10307629,22.0,22.0,0,1
chr19:10230575-10232575,29.0,29.0,0,1
chr19:10342007-10344007,23.0,18.0,1,1
chr19:10360639-10362639,18.0,21.0,1,0
chr19:10450300-10452300,24.0,23.0,1,1
chr19:10420233-10422233,19.0,16.0,0,1
chr19:10360889-10362889,18.0,16.0,0,0
chr19:10444205-10446205,17.0,11.0,0,1
chr19:10395630-10397630,20.0,25.0,0,0
chr19:10379795-10381795,31.0,28.0,0,1
chr19:10426691-10428691,18.0,15.0,0,1
chr19:10398627-10400627,15.0,25.0,0,1
chr19:10561607-10563607,17.0,14.0,0,1
chr19:10514218-10516218,21.0,10.0,1,1
chr19:10614032-10616032,29.0,30.0,0,1
chr19:10613447-10615447,29.0,30.0,0,1
chr19:10529213-10531213,30.0,28.0,0,1
chr19:10525448-10527448,27.0,28.0,0,1
chr19:10679655-10681655,31.0,30.0,0,1
chr19:10697988-10699988,24.0,30.0,0,1
chr19:10628123-10630123,22.0,19.0,0,1
chr19:10652579-10654579,23.0,24.0,0,1
chr19:10628641-10630641,22.0,19.0,0,1
chr19:10676686-10678686,16.0,14.0,0,1
chr19:10763021-10765021,29.0,29.0,0,1
chr19:10762936-10764936,29.0,29.0,0,1
chr19:10810114-10812114,28.0,27.0,0,1
chr19:10957090-10959090,25.0,22.0,1,0
chr19:10946888-10948888,25.0,24.0,0,1
chr19:11039315-11041315,25.0,24.0,0,0
chr19:11037486-11039486,14.0,22.0,0,1
chr19:11198138-11200138,23.0,38.0,0,0
chr19:11266488-11268488,22.0,19.0,0,1
chr19:11266458-11268458,22.0,19.0,0,1
chr19:11308221-11310221,17.0,17.0,0,0
chr19:11348294-11350294,17.0,11.0,0,1
chr19:11308541-11310541,17.0,17.0,0,0
chr19:11373200-11375200,23.0,54.0,0,1
chr19:11456944-11458944,19.0,14.0,0,1
chr19:11464107-11466107,20.0,16.0,0,1
chr19:11455194-11457194,21.0,18.0,0,1
chr19:11450333-11452333,25.0,35.0,0,0
chr19:11529990-11531990,32.0,29.0,1,1
chr19:11404835-11406835,25.0,24.0,0,1
chr19:11456981-11458981,19.0,14.0,0,1
chr19:11494990-11496990,25.0,25.0,0,1
chr19:11483341-11485341,26.0,22.0,0,1
chr19:11639949-11641949,18.0,29.0,0,0
chr19:11544455-11546455,20.0,19.0,0,0
chr19:11544465-11546465,20.0,19.0,0,0
chr19:11544077-11546077,20.0,19.0,0,0
chr19:11639680-11641680,18.0,29.0,0,0
chr19:11647665-11649665,15.0,37.0,0,0
chr19:11591861-11593861,14.0,10.0,0,1
chr19:11544560-11546560,20.0,19.0,0,1
chr19:11616654-11618654,27.0,24.0,0,1
chr19:11706297-11708297,31.0,29.0,1,1
chr19:11689790-11691790,30.0,31.0,0,1
chr19:11689555-11691555,23.0,19.0,0,1
chr19:11688460-11690460,23.0,19.0,0,0
chr19:11689072-11691072,23.0,19.0,0,1
chr19:11849761-11851761,22.0,21.0,1,1
chr19:11907337-11909337,17.0,20.0,0,1
chr19:11875814-11877814,19.0,16.0,0,1
chr19:11996596-11998596,21.0,18.0,0,0
chr19:11957540-11959540,22.0,19.0,0,1
chr19:11974771-11976771,33.0,32.0,1,0
chr19:12073854-12075854,17.0,13.0,0,0
chr19:12146556-12148556,23.0,25.0,0,1
chr19:12201111-12203111,14.0,14.0,0,0
chr19:12251165-12253165,14.0,20.0,0,1
chr19:12271910-12273910,17.0,16.0,0,1
chr19:12267549-12269549,18.0,31.0,0,1
chr19:12271861-12273861,17.0,16.0,0,1
chr19:12444447-12446447,30.0,27.0,0,0
chr19:12405427-12407427,19.0,17.0,0,1
chr19:12405698-12407698,19.0,17.0,0,1
chr19:12405714-12407714,19.0,17.0,0,1
chr19:12512088-12514088,30.0,28.0,0,0
chr19:12511794-12513794,30.0,28.0,0,1
chr19:12476497-12478497,15.0,19.0,0,1
chr19:12551835-12553835,18.0,19.0,0,1
chr19:12512085-12514085,30.0,28.0,0,0
chr19:12662296-12664296,15.0,17.0,0,1
chr19:12807445-12809445,29.0,26.0,0,0
chr19:12833073-12835073,29.0,30.0,0,1
chr19:12792025-12794025,27.0,39.0,0,1
chr19:12775620-12777620,15.0,14.0,1,1
chr19:12834746-12836746,41.0,38.0,0,1
chr19:12833374-12835374,26.0,26.0,0,0
chr19:12796811-12798811,30.0,27.0,0,0
chr19:12792701-12794701,27.0,39.0,0,1
chr19:12778566-12780566,15.0,14.0,0,1
chr19:12777591-12779591,15.0,14.0,0,1
chr19:12792694-12794694,27.0,39.0,0,1
chr19:12780229-12782229,17.0,20.0,0,0
chr19:12777556-12779556,15.0,14.0,0,1
chr19:12719733-12721733,22.0,21.0,0,1
chr19:12900299-12902299,16.0,12.0,0,1
chr19:12860604-12862604,15.0,11.0,0,1
chr19:12941489-12943489,17.0,16.0,0,0
chr19:12945390-12947390,25.0,21.0,1,1
chr19:12945393-12947393,25.0,21.0,1,1
chr19:12946242-12948242,25.0,25.0,1,1
chr19:12886366-12888366,27.0,24.0,0,1
chr19:12915397-12917397,37.0,34.0,0,1
chr19:12941230-12943230,17.0,16.0,0,0
chr19:12846310-12848310,13.0,21.0,0,0
chr19:12912614-12914614,13.0,39.0,0,1
chr19:12845919-12847919,21.0,21.0,0,0
chr19:12992263-12994263,35.0,32.0,0,1
chr19:12999973-13001973,30.0,29.0,0,1
chr19:13054627-13056627,23.0,22.0,0,1
chr19:13030107-13032107,25.0,24.0,0,0
chr19:13078431-13080431,24.0,26.0,0,1
chr19:13044525-13046525,28.0,25.0,0,1
chr19:12998015-13000015,16.0,14.0,0,1
chr19:13054675-13056675,23.0,22.0,0,1
chr19:13047422-13049422,20.0,36.0,0,1
chr19:13068037-13070037,20.0,30.0,0,1
chr19:13213672-13215672,32.0,30.0,0,1
chr19:13133394-13135394,28.0,23.0,0,1
chr19:13227554-13229554,20.0,17.0,0,1
chr19:13227471-13229471,20.0,17.0,0,1
chr19:13133592-13135592,28.0,23.0,0,1
chr19:13133392-13135392,28.0,23.0,0,1
chr19:13132785-13134785,23.0,20.0,0,0
chr19:13261189-13263189,18.0,15.0,1,1
chr19:13259224-13261224,24.0,23.0,0,1
chr19:13873335-13875335,18.0,11.0,0,1
chr19:13856708-13858708,16.0,14.0,0,0
chr19:13840565-13842565,20.0,18.0,0,1
chr19:13883269-13885269,26.0,43.0,0,0
chr19:14016930-14018930,14.0,34.0,0,1
chr19:13904256-13906256,34.0,33.0,0,1
chr19:14016978-14018978,14.0,34.0,0,1
chr19:14049230-14051230,21.0,28.0,0,1
chr19:14064204-14066204,15.0,22.0,0,0
chr19:14117132-14119132,14.0,28.0,1,1
chr19:14136959-14138959,20.0,17.0,0,0
chr19:14049289-14051289,21.0,28.0,0,1
chr19:14061285-14063285,25.0,22.0,0,1
chr19:14247401-14249401,18.0,18.0,0,0
chr19:14168450-14170450,16.0,13.0,0,1
chr19:14219202-14221202,34.0,41.0,0,1
chr19:14181597-14183597,26.0,32.0,0,1
chr19:14196595-14198595,21.0,20.0,0,1
chr19:14228574-14230574,17.0,16.0,0,1
chr19:14172888-14174888,17.0,19.0,0,1
chr19:14201563-14203563,21.0,19.0,0,1
chr19:14225003-14227003,17.0,14.0,0,0
chr19:14530153-14532153,17.0,21.0,0,1
chr19:14489955-14491955,25.0,25.0,0,1
chr19:14490255-14492255,25.0,25.0,0,1
chr19:14628674-14630674,13.0,15.0,0,1
chr19:14629209-14631209,13.0,15.0,0,1
chr19:14606961-14608961,27.0,24.0,0,1
chr19:14606939-14608939,27.0,24.0,0,1
chr19:14640134-14642134,25.0,17.0,0,0
chr19:14586166-14588166,13.0,12.0,0,1
chr19:14638371-14640371,17.0,14.0,0,1
chr19:14638405-14640405,17.0,14.0,0,1
chr19:14549088-14551088,29.0,26.0,0,1
chr19:14691895-14693895,20.0,32.0,0,0
chr19:14785656-14787656,28.0,25.0,1,0
chr19:14785730-14787730,28.0,25.0,1,0
chr19:14887739-14889739,17.0,42.0,0,0
chr19:14889372-14891372,17.0,31.0,0,1
chr19:15158290-15160290,18.0,24.0,0,0
chr19:15119537-15121537,18.0,24.0,0,1
chr19:15216211-15218211,21.0,18.0,0,0
chr19:15311806-15313806,21.0,18.0,0,1
chr19:15236597-15238597,23.0,26.0,0,0
chr19:15443350-15445350,24.0,23.0,0,1
chr19:15343858-15345858,20.0,17.0,0,1
chr19:15391262-15393262,13.0,13.0,0,0
chr19:15343259-15345259,20.0,17.0,0,1
chr19:15529799-15531799,14.0,14.0,0,0
chr19:15560767-15562767,21.0,19.0,0,1
chr19:15575355-15577355,18.0,24.0,0,0
chr19:15543572-15545572,26.0,25.0,0,1
chr19:15590312-15592312,17.0,28.0,0,1
chr19:15617335-15619335,17.0,22.0,0,1
chr19:15749706-15751706,18.0,15.0,0,0
chr19:15836833-15838833,23.0,19.0,0,0
chr19:15781896-15783896,14.0,10.0,0,0
chr19:15750121-15752121,20.0,12.0,0,0
chr19:15975734-15977734,18.0,18.0,0,0
chr19:15918936-15920936,24.0,31.0,0,0
chr19:16045676-16047676,13.0,11.0,0,1
chr19:16176347-16178347,21.0,19.0,0,1
chr19:16185304-16187304,18.0,14.0,0,1
chr19:16185825-16187825,18.0,14.0,0,1
chr19:16220698-16222698,27.0,24.0,0,1
chr19:16252494-16254494,23.0,24.0,0,0
chr19:16294220-16296220,30.0,30.0,0,0
chr19:16284336-16286336,21.0,21.0,0,1
chr19:16306721-16308721,26.0,23.0,0,0
chr19:16433636-16435636,18.0,24.0,0,1
chr19:16605204-16607204,27.0,24.0,0,0
chr19:16606978-16608978,20.0,20.0,0,0
chr19:16770955-16772955,22.0,14.0,0,1
chr19:16739015-16741015,18.0,20.0,1,1
chr19:16683226-16685226,15.0,13.0,0,1
chr19:16938208-16940208,35.0,36.0,0,1
chr19:16997809-16999809,30.0,27.0,0,1
chr19:16972084-16974084,30.0,26.0,0,1
chr19:17376184-17378184,20.0,29.0,0,0
chr19:17335034-17337034,35.0,32.0,0,1
chr19:17376251-17378251,20.0,29.0,0,0
chr19:17390709-17392709,34.0,32.0,0,1
chr19:17414680-17416680,25.0,21.0,0,1
chr19:17375554-17377554,20.0,29.0,1,0
chr19:17411673-17413673,21.0,13.0,0,1
chr19:17414461-17416461,25.0,21.0,0,1
chr19:17324165-17326165,23.0,20.0,0,0
chr19:17356151-17358151,17.0,13.0,0,1
chr19:17414234-17416234,25.0,21.0,0,1
chr19:17446361-17448361,30.0,27.0,0,1
chr19:17443790-17445790,13.0,11.0,0,1
chr19:17488151-17490151,21.0,17.0,0,1
chr19:17516439-17518439,16.0,13.0,0,1
chr19:17514549-17516549,16.0,12.0,0,0
chr19:17559477-17561477,27.0,40.0,0,1
chr19:17445664-17447664,30.0,27.0,0,1
chr19:17528855-17530855,23.0,35.0,0,1
chr19:17632109-17634109,17.0,21.0,0,1
chr19:17636077-17638077,16.0,16.0,0,1
chr19:17636075-17638075,16.0,16.0,0,1
chr19:17620457-17622457,27.0,27.0,0,1
chr19:17579332-17581332,18.0,11.0,0,1
chr19:17664457-17666457,22.0,29.0,1,1
chr19:17571735-17573735,24.0,26.0,0,1
chr19:17828288-17830288,41.0,14.0,0,0
chr19:17856552-17858552,19.0,33.0,0,1
chr19:17860285-17862285,27.0,17.0,0,1
chr19:17828964-17830964,41.0,14.0,0,1
chr19:17863017-17865017,23.0,33.0,0,0
chr19:17932328-17934328,19.0,34.0,0,1
chr19:17903946-17905946,18.0,15.0,0,0
chr19:18041823-18043823,15.0,30.0,0,0
chr19:17980753-17982753,30.0,26.0,0,0
chr19:17968718-17970718,26.0,23.0,0,1
chr19:18043904-18045904,22.0,22.0,0,0
chr19:18116978-18118978,27.0,13.0,0,1
chr19:18197744-18199744,31.0,31.0,0,1
chr19:18109932-18111932,24.0,24.0,0,1
chr19:18209626-18211626,18.0,16.0,0,1
chr19:18314852-18316852,20.0,19.0,0,1
chr19:18335303-18337303,18.0,10.0,0,1
chr19:18261972-18263972,13.0,16.0,0,1
chr19:18345189-18347189,17.0,19.0,0,0
chr19:18337248-18339248,24.0,21.0,0,1
chr19:18302027-18304027,32.0,29.0,0,1
chr19:18282622-18284622,16.0,12.0,0,1
chr19:18433886-18435886,19.0,20.0,0,0
chr19:18449407-18451407,27.0,29.0,0,1
chr19:18385262-18387262,34.0,31.0,0,0
chr19:18392432-18394432,19.0,21.0,0,1
chr19:18548119-18550119,16.0,13.0,0,1
chr19:18548943-18550943,16.0,13.0,0,1
chr19:18494967-18496967,17.0,20.0,0,1
chr19:18528207-18530207,14.0,13.0,0,1
chr19:18508432-18510432,18.0,21.0,0,1
chr19:18697607-18699607,24.0,25.0,0,1
chr19:18666571-18668571,30.0,29.0,0,0
chr19:18680666-18682666,28.0,24.0,0,1
chr19:18666679-18668679,30.0,26.0,0,0
chr19:18654383-18656383,23.0,22.0,0,1
chr19:18681649-18683649,28.0,23.0,0,1
chr19:18680539-18682539,28.0,24.0,0,1
chr19:18717609-18719609,17.0,15.0,0,1
chr19:18721679-18723679,21.0,11.0,0,1
chr19:18753447-18755447,20.0,19.0,0,0
chr19:18745837-18747837,19.0,11.0,0,1
chr19:18940767-18942767,23.0,23.0,0,1
chr19:18902114-18904114,19.0,34.0,0,0
chr19:19052026-19054026,18.0,13.0,0,1
chr19:19030196-19032196,18.0,15.0,1,1
chr19:19049858-19051858,16.0,13.0,0,1
chr19:19051114-19053114,18.0,11.0,0,1
chr19:19051161-19053161,18.0,11.0,0,1
chr19:19028523-19030523,20.0,17.0,0,0
chr19:19142411-19144411,22.0,22.0,0,1
chr19:19249287-19251287,17.0,20.0,0,1
chr19:19172802-19174802,14.0,12.0,0,0
chr19:19384110-19386110,15.0,12.0,0,1
chr19:19301743-19303743,22.0,21.0,0,1
chr19:19301007-19303007,22.0,21.0,0,1
chr19:19373613-19375613,22.0,19.0,0,1
chr19:19301574-19303574,22.0,21.0,0,1
chr19:19301087-19303087,22.0,21.0,0,1
chr19:19301066-19303066,22.0,21.0,0,1
chr19:19314223-19316223,24.0,20.0,0,0
chr19:19320766-19322766,28.0,25.0,0,0
chr19:19429637-19431637,27.0,24.0,1,1
chr19:19637719-19639719,16.0,13.0,0,1
chr19:19625033-19627033,14.0,11.0,1,1
chr19:19626357-19628357,32.0,18.0,0,1
chr19:19647073-19649073,23.0,14.0,0,1
chr19:19754466-19756466,14.0,14.0,0,1
chr19:19729496-19731496,27.0,24.0,0,1
chr19:19739029-19741029,32.0,29.0,0,1
chr19:19774485-19776485,28.0,24.0,0,1
chr19:19843921-19845921,21.0,19.0,0,1
chr19:19974638-19976638,30.0,29.0,0,0
chr19:19974690-19976690,30.0,29.0,0,0
chr19:20009754-20011754,20.0,18.0,0,0
chr19:20150064-20152064,16.0,21.0,0,1
chr19:20150314-20152314,16.0,21.0,0,1
chr19:20186808-20188808,22.0,19.0,1,0
chr19:20276022-20278022,21.0,17.0,0,1
chr19:20748587-20750587,14.0,20.0,0,1
chr19:21104056-21106056,18.0,14.0,0,1
chr19:21104058-21106058,18.0,14.0,0,1
chr19:21263008-21265008,28.0,33.0,0,0
chr19:21577934-21579934,25.0,25.0,0,1
chr19:21539801-21541801,17.0,15.0,0,1
chr19:21539731-21541731,17.0,15.0,0,1
chr19:21686403-21688403,31.0,29.0,1,0
chr19:21950381-21952381,14.0,15.0,0,0
chr19:22018984-22020984,31.0,28.0,0,1
chr19:22233285-22235285,22.0,25.0,0,0
chr19:22379753-22381753,25.0,25.0,0,0
chr19:22605148-22607148,19.0,26.0,0,1
chr19:22815125-22817125,22.0,25.0,0,1
chr19:23013092-23015092,18.0,28.0,0,0
chr19:23185978-23187978,22.0,28.0,0,1
chr19:23297826-23299826,22.0,21.0,0,1
chr19:23433196-23435196,20.0,19.0,0,1
chr19:23578273-23580273,18.0,25.0,0,0
chr19:23941693-23943693,26.0,23.0,0,0
chr19:24267988-24269988,18.0,23.0,0,0
chr19:24267961-24269961,18.0,23.0,0,0
chr19:29704058-29706058,19.0,23.0,0,0
chr19:30014324-30016324,15.0,13.0,0,1
chr19:30014900-30016900,26.0,13.0,0,1
chr19:30017806-30019806,17.0,12.0,0,1
chr19:30095189-30097189,16.0,21.0,0,1
chr19:30206696-30208696,14.0,21.0,0,0
chr19:30206168-30208168,17.0,21.0,0,1
chr19:30205963-30207963,17.0,21.0,0,1
chr19:30154367-30156367,23.0,14.0,0,1
chr19:30300897-30302897,15.0,13.0,0,1
chr19:30431145-30433145,25.0,25.0,1,1
chr19:30412563-30414563,16.0,18.0,0,0
chr19:31840342-31842342,26.0,15.0,0,1
chr19:32077094-32079094,25.0,24.0,0,0
chr19:32834515-32836515,26.0,26.0,0,1
chr19:33070095-33072095,27.0,28.0,0,1
chr19:33164753-33166753,22.0,30.0,0,1
chr19:33360673-33362673,19.0,21.0,0,0
chr19:33461147-33463147,21.0,26.0,0,1
chr19:33570086-33572086,30.0,29.0,0,1
chr19:33621019-33623019,25.0,22.0,0,1
chr19:33793440-33795440,13.0,14.0,0,1
chr19:33716756-33718756,19.0,12.0,0,1
chr19:33793470-33795470,13.0,14.0,0,1
chr19:33863429-33865429,25.0,23.0,0,1
chr19:33862614-33864614,25.0,23.0,0,1
chr19:34285774-34287774,20.0,27.0,0,1
chr19:34661408-34663408,23.0,23.0,0,1
chr19:34743458-34745458,27.0,23.0,1,1
chr19:34893303-34895303,23.0,24.0,0,1
chr19:34893302-34895302,23.0,24.0,0,1
chr19:34917285-34919285,19.0,16.0,0,0
chr19:35085490-35087490,14.0,11.0,0,1
chr19:35166543-35168543,22.0,20.0,0,0
chr19:35166582-35168582,22.0,20.0,0,0
chr19:35223147-35225147,20.0,16.0,0,1
chr19:35489226-35491226,16.0,20.0,0,1
chr19:35415806-35417806,18.0,20.0,0,0
chr19:35483630-35485630,21.0,25.0,0,0
chr19:35455133-35457133,18.0,15.0,0,1
chr19:35530624-35532624,19.0,10.0,0,1
chr19:35628325-35630325,15.0,14.0,1,1
chr19:35604731-35606731,19.0,22.0,0,0
chr19:35627896-35629896,14.0,14.0,0,1
chr19:35604726-35606726,19.0,22.0,0,0
chr19:35632158-35634158,18.0,11.0,0,1
chr19:35628537-35630537,15.0,14.0,1,1
chr19:35529409-35531409,19.0,13.0,0,1
chr19:35625963-35627963,14.0,19.0,0,1
chr19:35519373-35521373,35.0,36.0,0,1
chr19:35520174-35522174,35.0,32.0,0,1
chr19:35627727-35629727,14.0,19.0,0,1
chr19:35757864-35759864,17.0,22.0,0,1
chr19:35719628-35721628,23.0,37.0,0,0
chr19:35771430-35773430,18.0,13.0,0,0
chr19:35737904-35739904,17.0,20.0,0,1
chr19:35818071-35820071,32.0,25.0,0,0
chr19:35781063-35783063,21.0,12.0,0,1
chr19:35859996-35861996,17.0,18.0,0,0
chr19:35780988-35782988,21.0,12.0,0,1
chr19:35818089-35820089,32.0,25.0,0,0
chr19:35847361-35849361,30.0,27.0,0,0
chr19:35840444-35842444,13.0,12.0,0,1
chr19:36022357-36024357,15.0,15.0,1,1
chr19:35981366-35983366,18.0,22.0,0,1
chr19:36019213-36021213,15.0,16.0,0,1
chr19:36001372-36003372,26.0,23.0,0,0
chr19:36004551-36006551,26.0,31.0,0,1
chr19:36034527-36036527,15.0,13.0,1,1
chr19:35992813-35994813,24.0,21.0,0,1
chr19:35937158-35939158,23.0,20.0,1,0
chr19:36130646-36132646,15.0,15.0,1,1
chr19:36155417-36157417,15.0,20.0,0,1
chr19:36117917-36119917,24.0,21.0,0,0
chr19:36137224-36139224,33.0,32.0,0,1
chr19:36117937-36119937,24.0,21.0,0,0
chr19:36101636-36103636,18.0,24.0,1,1
chr19:36237476-36239476,22.0,19.0,0,0
chr19:36236319-36238319,22.0,19.0,1,1
chr19:36206904-36208904,16.0,12.0,0,1
chr19:36303747-36305747,32.0,29.0,0,1
chr19:36264465-36266465,33.0,30.0,0,1
chr19:36234551-36236551,26.0,23.0,1,1
chr19:36247076-36249076,17.0,16.0,0,1
chr19:36233353-36235353,35.0,32.0,0,1
chr19:36193459-36195459,24.0,23.0,0,1
chr19:36247930-36249930,17.0,16.0,0,1
chr19:36237714-36239714,22.0,19.0,0,0
chr19:36345812-36347812,17.0,11.0,0,1
chr19:36390645-36392645,24.0,23.0,0,1
chr19:36357475-36359475,17.0,18.0,0,1
chr19:36343406-36345406,30.0,28.0,0,1
chr19:36391430-36393430,24.0,23.0,0,0
chr19:36357346-36359346,17.0,18.0,0,1
chr19:36393205-36395205,14.0,12.0,0,1
chr19:36399197-36401197,22.0,19.0,0,0
chr19:36391740-36393740,22.0,14.0,0,0
chr19:36390639-36392639,24.0,23.0,0,1
chr19:36425275-36427275,18.0,23.0,0,1
chr19:36391564-36393564,24.0,23.0,0,0
chr19:36484089-36486089,15.0,54.0,1,1
chr19:36523775-36525775,22.0,24.0,0,1
chr19:36545664-36547664,16.0,25.0,0,0
chr19:36503403-36505403,22.0,12.0,0,1
chr19:36499715-36501715,13.0,20.0,0,1
chr19:36505115-36507115,21.0,13.0,0,1
chr19:36523537-36525537,22.0,24.0,0,1
chr19:36505141-36507141,21.0,13.0,0,1
chr19:36545187-36547187,16.0,25.0,0,0
chr19:36604671-36606671,17.0,10.0,0,1
chr19:36643349-36645349,21.0,26.0,0,1
chr19:36629891-36631891,17.0,19.0,0,1
chr19:36605777-36607777,15.0,11.0,0,0
chr19:36628967-36630967,17.0,20.0,0,1
chr19:36604369-36606369,17.0,10.0,0,1
chr19:36704007-36706007,22.0,27.0,0,1
chr19:36909546-36911546,22.0,19.0,0,1
chr19:37019173-37021173,20.0,18.0,0,1
chr19:37064194-37066194,13.0,12.0,0,1
chr19:37157739-37159739,26.0,24.0,1,0
chr19:37176513-37178513,18.0,13.0,0,1
chr19:37192582-37194582,17.0,15.0,0,0
chr19:37094214-37096214,14.0,15.0,0,1
chr19:37263709-37265709,24.0,19.0,0,0
chr19:37341689-37343689,23.0,20.0,1,1
chr19:37341169-37343169,23.0,20.0,1,1
chr19:37328929-37330929,13.0,13.0,0,1
chr19:37263716-37265716,24.0,19.0,0,0
chr19:37329289-37331289,13.0,13.0,0,1
chr19:37405233-37407233,20.0,16.0,0,1
chr19:37406941-37408941,14.0,14.0,0,0
chr19:37407193-37409193,14.0,14.0,0,1
chr19:37663597-37665597,15.0,14.0,0,1
chr19:37663338-37665338,15.0,14.0,0,1
chr19:37707181-37709181,26.0,33.0,0,0
chr19:37707115-37709115,26.0,34.0,0,0
chr19:37701438-37703438,25.0,22.0,0,0
chr19:37715365-37717365,27.0,23.0,0,0
chr19:37663643-37665643,15.0,15.0,0,1
chr19:37806783-37808783,31.0,28.0,0,0
chr19:37823525-37825525,15.0,15.0,0,1
chr19:37823550-37825550,15.0,15.0,0,1
chr19:37958257-37960257,21.0,17.0,1,1
chr19:37958472-37960472,21.0,17.0,1,1
chr19:37956673-37958673,23.0,24.0,1,1
chr19:37958346-37960346,21.0,17.0,1,1
chr19:38083776-38085776,17.0,15.0,0,1
chr19:38085693-38087693,25.0,26.0,0,1
chr19:38040275-38042275,15.0,12.0,0,0
chr19:38085647-38087647,25.0,26.0,0,1
chr19:38270230-38272230,19.0,39.0,0,1
chr19:38210662-38212662,25.0,29.0,0,0
chr19:38183216-38185216,16.0,18.0,0,1
chr19:38210089-38212089,25.0,29.0,0,1
chr19:38397234-38399234,27.0,19.0,0,1
chr19:38747014-38749014,24.0,30.0,0,1
chr19:38792890-38794890,35.0,32.0,0,0
chr19:38714862-38716862,23.0,24.0,0,1
chr19:38753212-38755212,21.0,19.0,0,0
chr19:38720335-38722335,24.0,21.0,0,0
chr19:38720354-38722354,24.0,21.0,0,0
chr19:38878839-38880839,19.0,12.0,0,1
chr19:38824469-38826469,23.0,22.0,0,1
chr19:38891774-38893774,24.0,26.0,0,0
chr19:38916859-38918859,17.0,16.0,0,1
chr19:38808484-38810484,31.0,28.0,0,1
chr19:38878674-38880674,19.0,12.0,0,1
chr19:38916945-38918945,17.0,36.0,0,0
chr19:38863210-38865210,19.0,27.0,0,1
chr19:39108593-39110593,13.0,12.0,0,1
chr19:39107827-39109827,14.0,12.0,0,1
chr19:39303585-39305585,26.0,22.0,0,0
chr19:39264157-39266157,14.0,18.0,0,1
chr19:39277839-39279839,14.0,22.0,0,1
chr19:39235114-39237114,25.0,28.0,0,1
chr19:39388339-39390339,19.0,10.0,1,0
chr19:39419593-39421593,23.0,20.0,0,1
chr19:39390258-39392258,20.0,20.0,1,1
chr19:39368915-39370915,22.0,15.0,0,0
chr19:39421403-39423403,19.0,25.0,0,1
chr19:39342987-39344987,19.0,36.0,0,1
chr19:39390502-39392502,20.0,20.0,1,1
chr19:39443327-39445327,23.0,20.0,0,1
chr19:39419583-39421583,23.0,20.0,0,1
chr19:39388608-39390608,19.0,10.0,1,1
chr19:39340626-39342626,16.0,11.0,0,1
chr19:39523189-39525189,19.0,19.0,1,1
chr19:39614425-39616425,29.0,24.0,0,1
chr19:39694903-39696903,24.0,22.0,0,1
chr19:39685603-39687603,17.0,13.0,0,0
